date,time,latitude,longitude,scientific_name,common_name
5/29/20,04:48:00 UTC,27.30223274,-82.57013782,Centropomus undecimalis,Common Snook
5/30/20,00:17:44 UTC,27.52279982,-82.64786619,Centropomus undecimalis,Common Snook
5/30/20,13:51:24 UTC,22.15898165,-105.3739161,Centropomus undecimalis,Common Snook
6/2/20,22:46:29 UTC,27.53767833,-82.74775,Centropomus undecimalis,Common Snook
10/19/03,18:08:00 UTC,28.7992622,-82.58830542,Centropomus undecimalis,Common Snook
6/3/20,15:50:18 UTC,28.82410833,-82.58471667,Centropomus undecimalis,Common Snook
6/1/20,03:08:00 UTC,26.31579652,-80.07418815,Centropomus undecimalis,Common Snook
2/27/19,15:15:29 UTC,27.51298333,-82.68251167,Centropomus undecimalis,Common Snook
6/7/20,16:55:49 UTC,26.82770333,-82.26691333,Centropomus undecimalis,Common Snook
,,27.9378556,-82.84332689,Centropomus undecimalis,Common Snook
4/2/17,16:05:00 UTC,27.55011361,-82.50255738,Centropomus undecimalis,Common Snook
6/2/20,13:15:43 UTC,26.39871667,-81.88320333,Centropomus undecimalis,Common Snook
6/17/20,12:17:19 UTC,27.54885771,-82.6292301,Centropomus undecimalis,Common Snook
6/17/20,12:27:28 UTC,27.54881924,-82.62918559,Centropomus undecimalis,Common Snook
6/17/20,12:36:03 UTC,27.54883382,-82.62922279,Centropomus undecimalis,Common Snook
6/17/20,12:46:00 UTC,27.54886619,-82.6291547,Centropomus undecimalis,Common Snook
6/17/20,12:31:02 UTC,27.5487961,-82.62922562,Centropomus undecimalis,Common Snook
6/17/20,12:49:00 UTC,27.5488318,-82.62921557,Centropomus undecimalis,Common Snook
6/17/20,12:24:06 UTC,27.54880507,-82.62919339,Centropomus undecimalis,Common Snook
6/14/20,15:02:00 UTC,25.61563751,-80.30571393,Centropomus undecimalis,Common Snook
7/2/20,13:59:41 UTC,28.09933669,-82.83368413,Centropomus undecimalis,Common Snook
7/2/20,15:31:36 UTC,28.0560461,-82.8243839,Centropomus undecimalis,Common Snook
7/2/20,15:46:09 UTC,28.06079266,-82.83064565,Centropomus undecimalis,Common Snook
7/2/20,15:57:53 UTC,28.0538821,-82.7989141,Centropomus undecimalis,Common Snook
7/2/20,16:13:31 UTC,28.0361072,-82.7861127,Centropomus undecimalis,Common Snook
7/2/20,16:40:10 UTC,28.064527,-82.83406754,Centropomus undecimalis,Common Snook
7/2/20,00:32:25 UTC,27.43736167,-82.67385,Centropomus undecimalis,Common Snook
6/25/20,23:45:10 UTC,26.04510932,-80.18305949,Centropomus undecimalis,Common Snook
6/8/20,21:34:00 UTC,36.2132005,-95.9062375,Centropomus undecimalis,Common Snook
7/12/20,12:16:39 UTC,27.64346311,-82.73428288,Centropomus undecimalis,Common Snook
7/11/20,14:13:23 UTC,21.80060241,-99.0864856,Centropomus undecimalis,Common Snook
7/13/20,17:54:40 UTC,21.49459667,-86.95348333,Centropomus undecimalis,Common Snook
7/13/20,19:43:57 UTC,27.30850802,-80.22431389,Centropomus undecimalis,Common Snook
6/19/15,17:46:00 UTC,20.0595718,-96.6611392,Centropomus undecimalis,Common Snook
7/30/20,18:38:34 UTC,26.81517686,-80.03967819,Centropomus undecimalis,Common Snook
,,26.13170766,-81.80693844,Centropomus undecimalis,Common Snook
8/15/20,15:20:56 UTC,28.7169681,-82.57590803,Centropomus undecimalis,Common Snook
8/19/20,14:10:27 UTC,25.73206525,-80.16071107,Centropomus undecimalis,Common Snook
2/26/19,15:29:00 UTC,28.88852373,-82.58925633,Centropomus undecimalis,Common Snook
2/26/19,16:07:00 UTC,28.88852373,-82.58925633,Centropomus undecimalis,Common Snook
8/24/20,02:15:54 UTC,27.59971384,-80.34180011,Centropomus undecimalis,Common Snook
8/29/20,14:07:48 UTC,26.95185786,-82.11892707,Centropomus undecimalis,Common Snook
9/1/20,19:18:00 UTC,11.24215049,-74.21102274,Centropomus undecimalis,Common Snook
8/31/20,16:48:00 UTC,25.01522966,-80.37850991,Centropomus undecimalis,Common Snook
7/23/15,14:22:12 UTC,27.61537666,-97.21316335,Centropomus undecimalis,Common Snook
9/3/15,00:27:27 UTC,27.61539025,-97.21317067,Centropomus undecimalis,Common Snook
1/1/13,21:19:00 UTC,28.79921025,-82.58834653,Centropomus undecimalis,Common Snook
4/16/05,10:21:57 UTC,26.813099,-80.045914,Centropomus undecimalis,Common Snook
9/4/20,11:27:57 UTC,28.7767725,-82.63764191,Centropomus undecimalis,Common Snook
9/13/20,17:27:00 UTC,26.94307235,-80.07139335,Centropomus undecimalis,Common Snook
10/4/19,16:38:00 UTC,27.96031366,-82.39129943,Centropomus undecimalis,Common Snook
9/20/20,15:57:38 UTC,25.89905653,-81.66090486,Centropomus undecimalis,Common Snook
8/22/20,12:54:03 UTC,27.8112753,-97.40928691,Centropomus undecimalis,Common Snook
9/26/20,18:35:45 UTC,25.38976196,-80.86289625,Centropomus undecimalis,Common Snook
9/16/20,02:40:15 UTC,26.10305283,-80.1194695,Centropomus undecimalis,Common Snook
9/27/20,16:22:29 UTC,27.92026958,-82.43414944,Centropomus undecimalis,Common Snook
8/22/20,07:22:36 UTC,26.07073883,-97.20043,Centropomus undecimalis,Common Snook
10/8/20,23:00:00 UTC,28.03947217,-82.78608667,Centropomus undecimalis,Common Snook
1/20/20,06:56:18 UTC,25.14245278,-80.922525,Centropomus undecimalis,Common Snook
8/30/15,21:36:00 UTC,28.15287284,-82.80668064,Centropomus undecimalis,Common Snook
,,25.35252695,-80.88410882,Centropomus undecimalis,Common Snook
7/6/16,12:37:00 UTC,27.52740688,-82.65158511,Centropomus undecimalis,Common Snook
4/24/14,12:00:00 UTC,27.523614,-82.683239,Centropomus undecimalis,Common Snook
10/21/20,23:30:49 UTC,29.89315833,-81.304955,Centropomus undecimalis,Common Snook
10/24/20,20:59:00 UTC,18.21697471,-93.85128808,Centropomus undecimalis,Common Snook
10/26/20,21:48:00 UTC,27.75842421,-82.6321139,Centropomus undecimalis,Common Snook
10/14/20,19:02:42 UTC,27.76926144,-82.76899081,Centropomus undecimalis,Common Snook
11/1/20,14:41:00 UTC,27.93759701,-80.52944926,Centropomus undecimalis,Common Snook
11/1/20,21:08:39 UTC,28.63421396,-80.77153782,Centropomus undecimalis,Common Snook
8/5/15,14:13:00 UTC,26.88445556,-82.08302222,Centropomus undecimalis,Common Snook
12/10/11,03:28:17 UTC,26.95713939,-82.21322034,Centropomus undecimalis,Common Snook
11/8/20,19:03:00 UTC,28.67994705,-82.53105079,Centropomus undecimalis,Common Snook
8/10/19,15:37:01 UTC,26.911997,-80.07795,Centropomus undecimalis,Common Snook
6/10/18,15:32:26 UTC,26.92801777,-82.15659387,Centropomus undecimalis,Common Snook
11/15/20,18:24:00 UTC,27.00025742,-80.09157677,Centropomus undecimalis,Common Snook
11/16/20,02:00:00 UTC,26.9740575,-80.08675242,Centropomus undecimalis,Common Snook
8/26/08,23:38:00 UTC,27.86207505,-80.44554674,Centropomus undecimalis,Common Snook
2/26/10,17:10:00 UTC,21.5964824,-88.1578978,Centropomus undecimalis,Common Snook
11/14/20,19:07:38 UTC,20.49447412,-87.23634437,Centropomus undecimalis,Common Snook
11/21/20,17:30:00 UTC,20.4944402,-87.23637622,Centropomus undecimalis,Common Snook
11/22/20,18:13:03 UTC,20.49435855,-87.23633129,Centropomus undecimalis,Common Snook
11/21/20,18:58:46 UTC,20.4944713,-87.23631989,Centropomus undecimalis,Common Snook
11/21/20,18:34:42 UTC,20.49457211,-87.23643757,Centropomus undecimalis,Common Snook
11/21/20,18:30:09 UTC,20.49439467,-87.23638527,Centropomus undecimalis,Common Snook
11/21/20,18:23:05 UTC,20.49442607,-87.2363618,Centropomus undecimalis,Common Snook
8/3/12,12:20:00 UTC,27.94898006,-80.53421052,Centropomus undecimalis,Common Snook
11/21/20,17:45:09 UTC,20.49441634,-87.2363276,Centropomus undecimalis,Common Snook
11/21/20,17:45:21 UTC,20.49447255,-87.23632291,Centropomus undecimalis,Common Snook
11/21/20,17:30:50 UTC,20.49448668,-87.23632425,Centropomus undecimalis,Common Snook
11/21/20,18:03:49 UTC,20.49443706,-87.23639097,Centropomus undecimalis,Common Snook
11/19/20,20:51:34 UTC,20.244004,-96.79101097,Centropomus undecimalis,Common Snook
11/29/20,14:50:26 UTC,20.49448449,-87.23633263,Centropomus undecimalis,Common Snook
11/29/20,15:20:33 UTC,20.49454416,-87.23640606,Centropomus undecimalis,Common Snook
11/29/20,15:21:01 UTC,20.49456551,-87.2363276,Centropomus undecimalis,Common Snook
11/29/20,17:12:16 UTC,20.49505764,-87.23642483,Centropomus undecimalis,Common Snook
11/29/20,15:15:53 UTC,20.49470966,-87.23647848,Centropomus undecimalis,Common Snook
11/30/20,12:20:22 UTC,20.49459912,-87.23646741,Centropomus undecimalis,Common Snook
11/29/20,15:06:09 UTC,20.49468799,-87.23654822,Centropomus undecimalis,Common Snook
11/30/20,20:04:03 UTC,20.49515499,-87.23650597,Centropomus undecimalis,Common Snook
11/30/20,20:23:26 UTC,20.49502937,-87.23662466,Centropomus undecimalis,Common Snook
11/30/20,22:40:59 UTC,20.49525863,-87.23634437,Centropomus undecimalis,Common Snook
11/30/20,22:44:00 UTC,20.49513772,-87.23631822,Centropomus undecimalis,Common Snook
11/30/20,22:51:02 UTC,20.49527622,-87.23645467,Centropomus undecimalis,Common Snook
11/30/20,22:54:08 UTC,20.49517132,-87.23637588,Centropomus undecimalis,Common Snook
11/30/20,22:54:21 UTC,20.49509658,-87.23634437,Centropomus undecimalis,Common Snook
11/30/20,22:57:17 UTC,20.49514997,-87.23648988,Centropomus undecimalis,Common Snook
11/30/20,23:04:27 UTC,20.4951776,-87.23637421,Centropomus undecimalis,Common Snook
11/30/20,23:06:27 UTC,20.4951195,-87.23653849,Centropomus undecimalis,Common Snook
11/30/20,23:15:39 UTC,20.49504727,-87.23633733,Centropomus undecimalis,Common Snook
12/1/20,12:17:19 UTC,20.49443895,-87.23635744,Centropomus undecimalis,Common Snook
12/1/20,21:50:23 UTC,20.49543638,-87.23635476,Centropomus undecimalis,Common Snook
12/1/20,21:44:05 UTC,20.49513332,-87.23665383,Centropomus undecimalis,Common Snook
10/17/20,19:37:00 UTC,27.56353386,-82.60648727,Centropomus undecimalis,Common Snook
12/6/20,19:20:42 UTC,26.45432167,-82.11571383,Centropomus undecimalis,Common Snook
12/6/20,22:30:46 UTC,20.4951663,-87.23636918,Centropomus undecimalis,Common Snook
12/7/20,03:51:42 UTC,26.94750659,-80.10639279,Centropomus undecimalis,Common Snook
12/8/20,20:19:09 UTC,20.49383313,-87.23638158,Centropomus undecimalis,Common Snook
5/25/20,14:15:00 UTC,25.91870589,-81.72939308,Centropomus undecimalis,Common Snook
8/8/20,02:09:38 UTC,25.92358833,-81.71447833,Centropomus undecimalis,Common Snook
,,,,Centropomus undecimalis,Common Snook
12/11/20,22:35:08 UTC,20.49793937,-87.2364426,Centropomus undecimalis,Common Snook
12/12/20,19:33:00 UTC,20.49442544,-87.23646473,Centropomus undecimalis,Common Snook
12/12/20,22:24:12 UTC,26.45145,-82.02623617,Centropomus undecimalis,Common Snook
12/12/20,22:21:17 UTC,20.49526931,-87.23644931,Centropomus undecimalis,Common Snook
12/12/20,22:13:00 UTC,20.49520336,-87.23651938,Centropomus undecimalis,Common Snook
10/14/10,10:44:00 UTC,27.8522101,-80.44795,Centropomus undecimalis,Common Snook
3/24/16,18:23:00 UTC,27.7926006,-82.40324514,Centropomus undecimalis,Common Snook
8/15/19,16:16:24 UTC,20.49205965,-87.23574489,Centropomus undecimalis,Common Snook
8/13/19,15:41:09 UTC,20.50186712,-87.22851098,Centropomus undecimalis,Common Snook
8/17/19,11:47:47 UTC,20.49426119,-87.23635208,Centropomus undecimalis,Common Snook
9/22/19,20:19:38 UTC,20.49310829,-87.2376781,Centropomus undecimalis,Common Snook
9/22/19,19:16:00 UTC,20.4931108,-87.2375071,Centropomus undecimalis,Common Snook
9/22/19,20:24:14 UTC,20.49302349,-87.23761138,Centropomus undecimalis,Common Snook
9/25/19,23:38:33 UTC,20.49427124,-87.23642986,Centropomus undecimalis,Common Snook
10/3/19,23:33:54 UTC,20.50131226,-87.23062134,Centropomus undecimalis,Common Snook
10/4/19,01:35:00 UTC,20.5012989,-87.23069,Centropomus undecimalis,Common Snook
12/18/20,20:09:58 UTC,20.49526523,-87.2364473,Centropomus undecimalis,Common Snook
12/19/20,13:18:00 UTC,20.49519488,-87.23642081,Centropomus undecimalis,Common Snook
12/19/20,13:41:57 UTC,20.49508245,-87.23643053,Centropomus undecimalis,Common Snook
12/19/20,13:35:00 UTC,20.49520147,-87.23633632,Centropomus undecimalis,Common Snook
12/19/20,18:16:50 UTC,20.49508119,-87.23658476,Centropomus undecimalis,Common Snook
12/19/20,21:50:39 UTC,20.49823269,-87.23665517,Centropomus undecimalis,Common Snook
12/20/20,14:00:55 UTC,20.49473604,-87.23636314,Centropomus undecimalis,Common Snook
12/20/20,14:25:00 UTC,20.4948378,-87.23646373,Centropomus undecimalis,Common Snook
12/20/20,19:54:49 UTC,28.79978729,-82.58864554,Centropomus undecimalis,Common Snook
12/20/20,21:20:21 UTC,20.49525737,-87.23638628,Centropomus undecimalis,Common Snook
12/20/20,21:04:57 UTC,28.82485833,-82.584755,Centropomus undecimalis,Common Snook
1/29/08,15:16:00 UTC,25.90169731,-81.33617814,Centropomus undecimalis,Common Snook
12/29/20,13:15:00 UTC,20.49444649,-87.23632023,Centropomus undecimalis,Common Snook
12/29/20,13:38:00 UTC,20.49472003,-87.23644864,Centropomus undecimalis,Common Snook
12/30/20,13:39:05 UTC,20.49438053,-87.23634034,Centropomus undecimalis,Common Snook
12/30/20,16:24:32 UTC,27.4707564,-80.290456,Centropomus undecimalis,Common Snook
1/2/21,19:04:05 UTC,20.495334,-87.23639131,Centropomus undecimalis,Common Snook
1/2/21,19:38:00 UTC,20.49565936,-87.23626725,Centropomus undecimalis,Common Snook
1/3/21,12:08:56 UTC,20.49564429,-87.23635275,Centropomus undecimalis,Common Snook
1/3/21,16:38:09 UTC,28.89052317,-82.59111743,Centropomus undecimalis,Common Snook
12/27/20,19:23:00 UTC,27.860302,-80.4472737,Centropomus undecimalis,Common Snook
1/5/21,19:44:38 UTC,20.49544895,-87.23649189,Centropomus undecimalis,Common Snook
1/5/21,19:51:51 UTC,20.49546402,-87.2365509,Centropomus undecimalis,Common Snook
1/5/21,13:18:53 UTC,25.47051167,-80.34635333,Centropomus undecimalis,Common Snook
1/12/21,19:59:24 UTC,20.49486952,-87.23638326,Centropomus undecimalis,Common Snook
1/13/21,15:41:27 UTC,26.47250333,-82.14544717,Centropomus undecimalis,Common Snook
1/13/21,15:11:09 UTC,26.46135,-82.13300283,Centropomus undecimalis,Common Snook
,,27.4251602,-79.86106619,Centropomus undecimalis,Common Snook
1/15/21,19:15:25 UTC,26.45141333,-82.02616117,Centropomus undecimalis,Common Snook
11/8/13,23:40:00 UTC,11.50659207,-83.77326325,Centropomus undecimalis,Common Snook
4/25/20,17:21:25 UTC,25.83036513,-81.36462164,Centropomus undecimalis,Common Snook
1/21/21,14:37:09 UTC,25.47051167,-80.346345,Centropomus undecimalis,Common Snook
1/13/21,17:24:23 UTC,28.88817,-82.58888833,Centropomus undecimalis,Common Snook
1/19/16,20:27:00 UTC,17.98876126,-66.47421701,Centropomus undecimalis,Common Snook
1/29/21,17:49:57 UTC,21.34687724,-89.23699432,Centropomus undecimalis,Common Snook
4/22/20,19:22:20 UTC,26.32798333,-80.13147783,Centropomus undecimalis,Common Snook
2/4/21,14:38:54 UTC,25.47043333,-80.34642833,Centropomus undecimalis,Common Snook
2/8/21,22:42:37 UTC,,,Centropomus undecimalis,Common Snook
2/9/21,00:29:06 UTC,26.86509252,-80.07067433,Centropomus undecimalis,Common Snook
11/5/20,14:43:41 UTC,27.18002833,-82.49681167,Centropomus undecimalis,Common Snook
11/5/20,14:34:30 UTC,27.18003333,-82.496825,Centropomus undecimalis,Common Snook
2/16/21,14:51:02 UTC,27.6206887,-97.22264072,Centropomus undecimalis,Common Snook
2/16/21,14:50:49 UTC,27.62071169,-97.2226446,Centropomus undecimalis,Common Snook
2/17/21,14:59:00 UTC,27.6207119,-97.2226985,Centropomus undecimalis,Common Snook
2/28/04,18:35:00 UTC,28.79927533,-82.5882115,Centropomus undecimalis,Common Snook
2/18/21,16:05:00 UTC,27.54169462,-97.24120896,Centropomus undecimalis,Common Snook
2/18/21,16:07:00 UTC,27.53404946,-97.24519358,Centropomus undecimalis,Common Snook
2/18/21,16:21:00 UTC,27.49037104,-97.26727037,Centropomus undecimalis,Common Snook
4/12/16,23:43:00 UTC,25.46454899,-80.33431334,Centropomus undecimalis,Common Snook
2/19/21,20:12:00 UTC,27.82976161,-97.05061562,Centropomus undecimalis,Common Snook
2/19/21,20:17:00 UTC,27.83012662,-97.05034377,Centropomus undecimalis,Common Snook
2/19/21,20:35:00 UTC,27.83134423,-97.04889606,Centropomus undecimalis,Common Snook
7/5/17,17:36:02 UTC,27.53842833,-82.633645,Centropomus undecimalis,Common Snook
2/19/21,21:31:00 UTC,27.83315752,-97.04676728,Centropomus undecimalis,Common Snook
2/19/21,21:42:00 UTC,27.8326785,-97.04722283,Centropomus undecimalis,Common Snook
12/27/06,20:10:00 UTC,28.79926311,-82.58834504,Centropomus undecimalis,Common Snook
2/24/21,12:09:21 UTC,20.4944983,-87.23631956,Centropomus undecimalis,Common Snook
,,25.68159299,-80.27155213,Centropomus undecimalis,Common Snook
2/25/21,18:59:00 UTC,27.65416953,-97.25664533,Centropomus undecimalis,Common Snook
2/27/21,18:24:13 UTC,27.70807558,-82.70172046,Centropomus undecimalis,Common Snook
2/27/21,23:33:00 UTC,27.65612452,-97.25831355,Centropomus undecimalis,Common Snook
2/27/21,23:35:00 UTC,27.65616848,-97.25837519,Centropomus undecimalis,Common Snook
2/27/21,23:37:00 UTC,27.65624792,-97.25848144,Centropomus undecimalis,Common Snook
2/27/21,23:47:00 UTC,27.65263023,-97.25561346,Centropomus undecimalis,Common Snook
2/27/21,23:47:00 UTC,27.65257508,-97.25558395,Centropomus undecimalis,Common Snook
2/27/21,23:48:00 UTC,27.65242525,-97.25547702,Centropomus undecimalis,Common Snook
2/28/21,00:00:00 UTC,27.65140551,-97.25478492,Centropomus undecimalis,Common Snook
2/27/21,15:17:00 UTC,27.35397423,-82.54934558,Centropomus undecimalis,Common Snook
9/13/13,17:06:00 UTC,12.01793016,-83.74527377,Centropomus undecimalis,Common Snook
2/27/21,23:38:00 UTC,27.65398668,-97.2564936,Centropomus undecimalis,Common Snook
2/27/21,23:39:00 UTC,27.65371254,-97.25632727,Centropomus undecimalis,Common Snook
2/27/21,23:40:00 UTC,27.65363564,-97.25626442,Centropomus undecimalis,Common Snook
2/27/21,23:41:00 UTC,27.65317133,-97.25598495,Centropomus undecimalis,Common Snook
2/27/21,23:41:00 UTC,27.65301067,-97.25587417,Centropomus undecimalis,Common Snook
2/27/21,23:41:00 UTC,27.65293538,-97.25581989,Centropomus undecimalis,Common Snook
3/3/21,01:19:52 UTC,25.06770378,-80.47256128,Centropomus undecimalis,Common Snook
2/27/21,23:51:00 UTC,27.64911954,-97.25330551,Centropomus undecimalis,Common Snook
2/27/21,23:57:00 UTC,27.64360964,-97.24963303,Centropomus undecimalis,Common Snook
2/28/21,00:00:00 UTC,27.64344714,-97.24954924,Centropomus undecimalis,Common Snook
2/28/21,00:02:00 UTC,27.64308384,-97.24932058,Centropomus undecimalis,Common Snook
2/28/21,00:05:00 UTC,27.64289717,-97.2491595,Centropomus undecimalis,Common Snook
2/28/21,00:07:00 UTC,27.64260566,-97.24895227,Centropomus undecimalis,Common Snook
2/28/21,00:47:00 UTC,27.64204712,-97.18765275,Centropomus undecimalis,Common Snook
3/4/21,13:59:38 UTC,27.46320833,-80.32200556,Centropomus undecimalis,Common Snook
,,27.63302963,-97.23437674,Centropomus undecimalis,Common Snook
,,,,Centropomus undecimalis,Common Snook
3/8/21,05:00:00 UTC,17.74811411,-91.76429609,Centropomus undecimalis,Common Snook
3/7/21,22:00:47 UTC,25.8248442,-81.34290072,Centropomus undecimalis,Common Snook
3/12/21,19:30:00 UTC,17.754386,-92.013033,Centropomus undecimalis,Common Snook
3/12/21,20:00:37 UTC,27.53385333,-82.59520833,Centropomus undecimalis,Common Snook
1/2/21,16:50:59 UTC,26.03454717,-81.831345,Centropomus undecimalis,Common Snook
3/18/21,14:00:58 UTC,27.51371146,-82.71847467,Centropomus undecimalis,Common Snook
3/21/21,17:20:34 UTC,26.49031333,-82.00556112,Centropomus undecimalis,Common Snook
2/28/21,15:21:51 UTC,26.49122602,-82.1868981,Centropomus undecimalis,Common Snook
8/16/20,19:02:38 UTC,26.64008,-82.05793883,Centropomus undecimalis,Common Snook
3/27/21,19:03:03 UTC,27.84380833,-82.611275,Centropomus undecimalis,Common Snook
3/26/21,22:56:59 UTC,26.76479651,-80.93613219,Centropomus undecimalis,Common Snook
3/29/21,05:33:03 UTC,27.17999667,-82.49658833,Centropomus undecimalis,Common Snook
3/27/21,02:58:53 UTC,27.18001897,-82.49688111,Centropomus undecimalis,Common Snook
3/30/21,20:34:52 UTC,27.53082233,-82.73396786,Centropomus undecimalis,Common Snook
3/29/21,21:08:11 UTC,27.17998833,-82.49723,Centropomus undecimalis,Common Snook
3/29/21,05:33:48 UTC,27.18001167,-82.496855,Centropomus undecimalis,Common Snook
3/29/21,03:39:10 UTC,27.17997167,-82.49687167,Centropomus undecimalis,Common Snook
3/31/21,17:24:14 UTC,26.16367952,-81.80961183,Centropomus undecimalis,Common Snook
4/1/21,00:24:30 UTC,27.180005,-82.49682,Centropomus undecimalis,Common Snook
4/2/21,01:05:14 UTC,27.17993667,-82.49678,Centropomus undecimalis,Common Snook
3/30/21,15:13:00 UTC,26.1119416,-81.7662036,Centropomus undecimalis,Common Snook
6/18/20,23:00:00 UTC,25.9180078,-80.11742058,Centropomus undecimalis,Common Snook
4/6/21,17:44:59 UTC,27.17323667,-82.48816667,Centropomus undecimalis,Common Snook
4/8/21,16:41:21 UTC,26.34221268,-81.85105133,Centropomus undecimalis,Common Snook
4/10/21,01:45:07 UTC,27.18003333,-82.49688667,Centropomus undecimalis,Common Snook
3/17/12,11:15:00 UTC,15.8051522,-86.53834429,Centropomus undecimalis,Common Snook
4/14/21,00:37:04 UTC,27.18003333,-82.496825,Centropomus undecimalis,Common Snook
9/19/04,17:28:00 UTC,25.62983573,-80.06535202,Centropomus undecimalis,Common Snook
4/17/21,00:57:27 UTC,27.1801,-82.49696333,Centropomus undecimalis,Common Snook
4/17/21,00:33:55 UTC,27.18004167,-82.49669667,Centropomus undecimalis,Common Snook
4/16/21,19:50:08 UTC,27.66798186,-80.35938206,Centropomus undecimalis,Common Snook
4/13/21,10:11:00 UTC,26.25845975,-80.08275023,Centropomus undecimalis,Common Snook
4/19/21,08:55:00 UTC,15.16600702,-83.48490539,Centropomus undecimalis,Common Snook
12/20/19,19:54:00 UTC,26.45153136,-82.11318418,Centropomus undecimalis,Common Snook
4/15/21,00:22:09 UTC,15.69682217,-86.97824097,Centropomus undecimalis,Common Snook
4/24/21,18:45:00 UTC,24.83791897,-80.75859829,Centropomus undecimalis,Common Snook
4/25/21,15:38:24 UTC,27.12499167,-82.46952,Centropomus undecimalis,Common Snook
4/27/21,17:06:39 UTC,27.18001333,-82.49475,Centropomus undecimalis,Common Snook
4/28/21,22:16:19 UTC,27.1256,-82.46971167,Centropomus undecimalis,Common Snook
4/30/21,00:50:08 UTC,27.179995,-82.49682,Centropomus undecimalis,Common Snook
,,27.61183801,-97.23595686,Centropomus undecimalis,Common Snook
4/30/21,20:31:39 UTC,26.52103686,-82.18871005,Centropomus undecimalis,Common Snook
4/30/21,20:54:20 UTC,26.52078847,-82.1888145,Centropomus undecimalis,Common Snook
5/1/21,03:36:17 UTC,27.12552783,-82.46936167,Centropomus undecimalis,Common Snook
5/1/21,03:07:53 UTC,27.12497217,-82.46964167,Centropomus undecimalis,Common Snook
6/3/17,10:26:29 UTC,27.965155,-82.83315333,Centropomus undecimalis,Common Snook
4/23/21,10:39:00 UTC,20.7036111,-90.4527778,Centropomus undecimalis,Common Snook
4/22/21,13:11:00 UTC,,,Centropomus undecimalis,Common Snook
5/5/21,03:16:20 UTC,27.12515,-82.46966667,Centropomus undecimalis,Common Snook
5/5/21,01:00:58 UTC,27.1295695,-82.47029167,Centropomus undecimalis,Common Snook
5/7/21,00:31:41 UTC,27.17996333,-82.496825,Centropomus undecimalis,Common Snook
5/7/21,01:04:07 UTC,27.18051333,-82.49815333,Centropomus undecimalis,Common Snook
5/7/21,18:42:00 UTC,26.36198786,-80.06799499,Centropomus undecimalis,Common Snook
5/7/21,11:07:00 UTC,25.17562626,-80.36445229,Centropomus undecimalis,Common Snook
5/10/21,16:25:13 UTC,27.30209216,-82.2538004,Centropomus undecimalis,Common Snook
5/13/21,13:35:00 UTC,18.48655278,-92.79255,Centropomus undecimalis,Common Snook
5/17/21,14:22:58 UTC,27.3011642,-80.2548976,Centropomus undecimalis,Common Snook
4/13/21,01:37:00 UTC,28.33035121,-82.70518671,Centropomus undecimalis,Common Snook
5/4/21,16:09:00 UTC,24.80394442,-80.84979832,Centropomus undecimalis,Common Snook
5/21/21,01:50:46 UTC,27.09973333,-82.44061333,Centropomus undecimalis,Common Snook
4/4/21,23:35:21 UTC,27.05504444,-82.4421,Centropomus undecimalis,Common Snook
5/23/21,16:04:48 UTC,27.76196098,-82.76761627,Centropomus undecimalis,Common Snook
5/23/21,17:27:46 UTC,27.498027,-82.516445,Centropomus undecimalis,Common Snook
,,27.856522,-82.482455,Centropomus undecimalis,Common Snook
5/25/21,23:29:41 UTC,29.93028105,-81.33006881,Centropomus undecimalis,Common Snook
5/25/21,22:48:38 UTC,29.8446017,-81.33130042,Centropomus undecimalis,Common Snook
5/26/21,04:22:57 UTC,27.12513617,-82.46970333,Centropomus undecimalis,Common Snook
5/26/21,03:59:50 UTC,27.12497783,-82.46962833,Centropomus undecimalis,Common Snook
5/26/21,04:20:59 UTC,27.12521667,-82.46964167,Centropomus undecimalis,Common Snook
2/27/20,08:34:21 UTC,20.266713,-87.392141,Centropomus undecimalis,Common Snook
,,26.54422903,-80.04281119,Centropomus undecimalis,Common Snook
3/19/14,20:34:00 UTC,-2.534048526,-44.26588432,Centropomus undecimalis,Common Snook
6/6/21,11:56:47 UTC,27.54556287,-80.34861904,Centropomus undecimalis,Common Snook
6/9/21,12:34:31 UTC,26.3858439,-81.8408053,Centropomus undecimalis,Common Snook
6/10/21,15:01:15 UTC,27.11345,-82.46751333,Centropomus undecimalis,Common Snook
6/11/21,11:26:24 UTC,27.81820668,-82.47414159,Centropomus undecimalis,Common Snook
6/10/21,15:19:10 UTC,26.13627297,-80.35769897,Centropomus undecimalis,Common Snook
6/11/21,12:56:38 UTC,26.39937197,-81.865724,Centropomus undecimalis,Common Snook
6/1/21,00:30:00 UTC,26.482573,-82.18212136,Centropomus undecimalis,Common Snook
5/29/21,01:14:39 UTC,26.45075548,-82.03232741,Centropomus undecimalis,Common Snook
6/16/21,23:03:57 UTC,27.89665833,-82.85022,Centropomus undecimalis,Common Snook
6/17/21,22:00:12 UTC,27.11238883,-82.46849167,Centropomus undecimalis,Common Snook
6/17/21,15:38:14 UTC,27.1122555,-82.46893333,Centropomus undecimalis,Common Snook
6/17/21,16:05:00 UTC,25.14433473,-80.40539314,Centropomus undecimalis,Common Snook
6/18/21,04:20:48 UTC,20.49540843,-87.23636046,Centropomus undecimalis,Common Snook
6/18/21,04:50:00 UTC,20.495611,-87.23633297,Centropomus undecimalis,Common Snook
6/18/21,02:31:35 UTC,26.63496997,-82.113881,Centropomus undecimalis,Common Snook
